,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
225,Lava Internation...,4.2,(1.8k Reviews),Public,"Noida,Uttar Pradesh + 197 more",14 years old,1k-5k Employees (India)
226,ITC Infotech In...,3.6,(1.8k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 42 more",23 years old,5k-10k Employees (India)
227,Huawei Technolog...,3.9,(1.8k Reviews),Private,"Gurgaon/Gurugram,Haryana + 89 more",21 years old,1k-5k Employees (India)
228,RSPL Group,4.1,(1.8k Reviews),Private,"Mumbai,Maharashtra + 149 more",36 years old,1k-5k Employees (India)
229,Tata AIA Life In...,4.0,(1.8k Reviews),Private,"Mumbai,Maharashtra + 221 more",22 years old,10k-50k Employees (India)
230,RBL Bank,3.8,(1.8k Reviews),Public,"Mumbai,Maharashtra + 184 more",80 years old,1k-5k Employees (India)
231,Biocon Biologics...,3.9,(1.8k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 55 more",45 years old,10k-50k Employees (India)
232,ACC,4.0,(1.8k Reviews),Public,"Mumbai,Maharashtra + 180 more",87 years old,5k-10k Employees (India)
233,Dilip Buildcon,4.0,(1.8k Reviews),Public,"Bhopal,Madhya Pradesh + 154 more",36 years old,10k-50k Employees (India)
234,Tractors and Far...,4.2,(1.8k Reviews),Public,"Chennai,Tamil Nadu + 143 more",63 years old,5k-10k Employees (India)
235,Torrent Pharmace...,4.0,(1.8k Reviews),Public,"Ahmedabad,Gujrat + 86 more",52 years old,10k-50k Employees (India)
236,Aarti Industries,4.2,(1.8k Reviews),Public,"Mumbai,Maharashtra + 35 more",48 years old,5k-10k Employees (India)
237,PNB MetLife,3.7,(1.8k Reviews),Private,"Mumbai,Maharashtra + 254 more",22 years old,5k-10k Employees (India)
238,Utkarsh Small Fi...,3.9,(1.8k Reviews),Public,"Varanasi,Uttar Pradesh + 234 more",14 years old,10k-50k Employees (India)
239,IndiGo,3.5,(1.8k Reviews),Private,"Gurgaon/Gurugram,Haryana + 76 more",17 years old,10k-50k Employees (India)
240,Berger Paints,3.7,(1.9k Reviews),Public,"Kolkata,West Bengal + 190 more",100 years old,1k-5k Employees (India)
241,Persistent Syste...,4.1,(1.8k Reviews),Public,"Pune,Maharashtra + 11 more",33 years old,10k-50k Employees (India)
242,HDFC Ergo Genera...,4.0,(1.8k Reviews),Public,"Mumbai,Maharashtra + 187 more",21 years old,5k-10k Employees (India)
243,Kotak Mahindara ...,3.9,(1.7k Reviews),Public,"Mumbai,Maharashtra + 170 more",22 years old,10k-50k Employees (India)
244,Cogent E Service...,3.4,(1.7k Reviews),Private,"Noida,Uttar Pradesh + 26 more",19 years old,10k-50k Employees (India)
245,State Street Syn...,3.8,(1.7k Reviews),Private,Mumbai + 12 more,19 years old,501-1k Employees (India)
246,Dabur,4.0,(1.7k Reviews),Public,"Ghaziabad,Uttar Pradesh + 201 more",139 years old,5k-10k Employees (India)
247,Capita,3.9,(1.8k Reviews),Private,"Indore,Madhya Pradesh + 17 more",18 years old,5k-10k Employees (India)
248,R1 RCM,4.0,(1.7k Reviews),Private,"Murray,Utah + 16 more",20 years old,5k-10k Employees (India)
249,Apollo Tyres,4.1,(2.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 129 more",51 years old,1k-5k Employees (India)
250,GeBBS Healthcare...,3.8,(1.7k Reviews),Private,"Culver City,California + 11 more",18 years old,5k-10k Employees (India)
251,JK Cement,4.2,(1.7k Reviews),Public,"Gurgaon/Gurugram,Haryana + 185 more",49 years old,1k-5k Employees (India)
252,Future Retail,4.2,(4.3k Reviews),Public,"San Francisco,California + 189 more",36 years old,10k-50k Employees (India)
253,PolicyBazaar,3.6,(1.7k Reviews),Public,"Gurgaon,Haryana + 44 more",15 years old,5k-10k Employees (India)
254,Reliance Digital,4.3,(1.7k Reviews),Private,"Mumbai,Maharashtra + 239 more",16 years old,5k-10k Employees (India)
255,Flex,4.2,(1.7k Reviews),Private,San Jose + 32 more,54 years old,10k-50k Employees (India)
256,Patanjali Ayurve...,4.1,(1.7k Reviews),Private,"Haridwar,Uttarakhand + 224 more",17 years old,5k-10k Employees (India)
257,KPIT Technologie...,3.7,(1.7k Reviews),Public,"Pune,Maharashtra + 21 more",33 years old,5k-10k Employees (India)
258,Access Healthcar...,4.0,(1.7k Reviews),Private,"Dallas,Texas + 16 more",12 years old,1k-5k Employees (India)
259,Ola Cabs,3.4,(2.6k Reviews),Private,Bangalore + 86 more,13 years old,10k-50k Employees (India)
260,Rivigo,3.9,(1.6k Reviews),Private,"Gurgaon,Haryana + 145 more",9 years old,1k-5k Employees (India)
261,Aakash Education...,3.7,(1.9k Reviews),Private,"New Delhi,Delhi + 155 more",35 years old,10k-50k Employees (India)
262,Tata AIG,4.1,(1.6k Reviews),Private,"Mumbai,Maharashtra + 191 more",23 years old,5k-10k Employees (India)
263,Tata Teleservice...,4.2,(1.6k Reviews),Public,"Mumbai,Maharashtra + 142 more",27 years old,201-500 Employees (India)
264,Paras Hospital,4.6,(1.6k Reviews),Private,"Gurgaon/Gurugram,Haryana + 24 more",17 years old,1k-5k Employees (India)
265,AFCONS Infrastru...,4.4,(1.6k Reviews),Partnership,"Mumbai,Maharashtra + 74 more",64 years old,10k-50k Employees (India)
266,Legato Health Te...,4.1,(1.6k Reviews),LLP,"Bangalore/Bengaluru,Karnataka + 8 more",6 years old,10k-50k Employees (India)
267,Mankind Pharma,4.2,(1.9k Reviews),Private,"New Delhi,Delhi + 159 more",28 years old,5k-10k Employees (India)
268,Blue Dart Expres...,4.2,(1.7k Reviews),Public,"Mumbai,Maharashtra + 204 more",40 years old,10k-50k Employees (India)
269,Nestle,4.1,(1.7k Reviews),Public,Vevey + 190 more,64 years old,10k-50k Employees (India)
270,Landmark Group,4.3,(4.9k Reviews),Private,"Dubai Marina,Dubai + 117 more",50 years old,1k-5k Employees (India)
271,Eureka Forbes,4.0,(1.6k Reviews),Private,"Mumbai,Maharashtra + 150 more",41 years old,5k-10k Employees (India)
272,Statestreet HCL ...,3.3,(1.6k Reviews),Private,New Delhi + 11 more,11 years old,5k-10k Employees (India)
273,Lifestyle,4.4,(1.7k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 95 more",24 years old,10k-50k Employees (India)
274,JMC Projects,4.2,(1.6k Reviews),Public,"Mumbai,Maharashtra + 105 more",41 years old,1k-5k Employees (India)
275,Synechron,4.1,(1.6k Reviews),Private,"New York,New York + 16 more",22 years old,5k-10k Employees (India)
276,Radisson Hotels,4.0,(1.6k Reviews),Private,"Minnetonka,Minnesota + 88 more",114 years old,10k-50k Employees (India)
277,Birlasoft,3.8,(1.6k Reviews),Public,"Pune,Maharashtra + 26 more",28 years old,10k-50k Employees (India)
278,Max Healthcare,4.1,(1.6k Reviews),Partnership,"Delhi/NCR,New Delhi + 45 more",22 years old,1k-5k Employees (India)
279,United Phosphoru...,4.2,(1.5k Reviews),Public,"Mumbai,Maharashtra + 120 more",54 years old,1k-5k Employees (India)
280,Zensar Technolog...,3.9,(1.5k Reviews),Public,"Pune,Maharashtra + 18 more",22 years old,5k-10k Employees (India)
281,I Process Servic...,4.0,(1.5k Reviews),Private,"Mumbai,Maharashtra + 224 more",18 years old,1k-5k Employees (India)
282,AGS Health,4.1,(1.5k Reviews),Private,Washington DC + 27 more,12 years old,5k-10k Employees (India)
283,G4S,4.1,(1.6k Reviews),Private,"Gurgaon/Gurugram,Haryana + 111 more",27 years old,1 Lakh+ Employees (India)
284,Lenskart,3.2,(1.5k Reviews),Private,"Faridabad,Haryana + 115 more",13 years old,1k-5k Employees (India)
285,Walmart,4.2,(14.1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 72 more",14 years old,5k-10k Employees (India)
286,Fiserv,3.8,(1.5k Reviews),Private,"Brookfield,Wisconsin + 24 more",39 years old,5k-10k Employees (India)
287,Birla Sun Life I...,4.3,(1.5k Reviews),Private,"Mumbai,Maharashtra + 299 more",23 years old,10k-50k Employees (India)
288,Reliance SMSL,4.1,(1.5k Reviews),Public,Mumbai + 387 more,16 years old,1k-5k Employees (India)
289,Voltas,4.1,(1.6k Reviews),Public,"Mumbai,Maharashtra + 142 more",69 years old,5k-10k Employees (India)
290,Tech Mahindra Bu...,3.6,(1.5k Reviews),Public,"Mumbai,Maharashtra + 35 more",20 years old,1k-5k Employees (India)
291,Aditya Birla Gro...,4.2,(16.4k Reviews),"Mumbai,Maharashtra + 201 more",166 years old,50k-1 Lakh Employees (India),
292,Life Insurance C...,4.3,(1.5k Reviews),Private,Mumbai + 362 more,67 years old,1 Lakh+ Employees (India)
293,HDFC Sales,4.0,(1.5k Reviews),Private,"Mumbai,Maharashtra + 231 more",19 years old,10k-50k Employees (India)
294,Tata Technologie...,3.6,(1.5k Reviews),Private,Singapore + 35 more,34 years old,5k-10k Employees (India)
295,Pfizer,4.1,(2.3k Reviews),Public,"Chennai,Tamil Nadu + 103 more",19 years old,5k-10k Employees (India)
296,Kalyan Jewellers,4.8,(1.5k Reviews),Private,Bengaluru/Bangalore + 118 more,30 years old,5k-10k Employees (India)
297,ACT Fibernet,4.1,(1.5k Reviews),Private,"Bengaluru/Bangalore,Karnataka + 38 more",23 years old,5k-10k Employees (India)
298,Micro Labs,3.8,(1.5k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 97 more",50 years old,10k-50k Employees (India)
299,Extramarks Educa...,3.7,(1.5k Reviews),Private,"Noida,Uttar Pradesh + 90 more",16 years old,1k-5k Employees (India)
300,Exide Industries,3.7,(1.5k Reviews),Public,"Kolkata,West Bengal + 160 more",76 years old,1k-5k Employees (India)
301,HCL Infosystems,4.0,(1.5k Reviews),Public,"Noida,Uttar Pradesh + 102 more",47 years old,10k-50k Employees (India)
302,TVS Supply Chain...,4.0,(1.6k Reviews),"Chennai,Tamil Nadu + 114 more",127 years old,1k-5k Employees (India),
303,Delhi Public Sch...,3.9,(1.5k Reviews),Public,"Greater Noida,Uttar Pradesh + 210 more",25 years old,1k-5k Employees (India)
304,Samsung Electron...,4.2,(1.4k Reviews),Noida + 177 more,,,
305,Ajanta Pharma,4.0,(1.4k Reviews),Public,"Mumbai,Maharashtra + 83 more",50 years old,1k-5k Employees (India)
306,PepsiCo,4.2,(1.5k Reviews),Private,"Harrison,New York + 182 more",34 years old,1k-5k Employees (India)
307,Bajaj Allianz Ge...,4.2,(1.4k Reviews),Pune + 164 more,5k-10k Employees (India),,
308,Britannia,4.2,(1.4k Reviews),Public,"Reading,Reading + 177 more",131 years old,5k-10k Employees (India)
309,R.R. Donnelley,4.1,(1.4k Reviews),Private,"Chicago,Illinois + 9 more",159 years old,5k-10k Employees (India)
310,Societe Generale,3.9,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 12 more",23 years old,1k-5k Employees (India)
311,Cholamandalam MS...,4.0,(1.4k Reviews),JV,"Chennai,Tamil Nadu + 277 more",22 years old,50k-1 Lakh Employees (India)
312,BlackBuck,3.9,(1.4k Reviews),Private,"Bangalore,Karnataka + 231 more",8 years old,501-1k Employees (India)
313,BHEL,4.2,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 89 more",59 years old,10k-50k Employees (India)
314,Mahindra Rural H...,4.1,(1.4k Reviews),Public,"Mumbai,Maharashtra + 332 more",16 years old,5k-10k Employees (India)
315,IGT Solutions,3.5,(1.4k Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",25 years old,5k-10k Employees (India)
316,Blue Star,4.1,(1.4k Reviews),Public,"Mumbai,Maharashtra + 114 more",80 years old,1k-5k Employees (India)
317,Renault-Nissan,4.1,(1.4k Reviews),Private,"Chennai,Tamil Nadu + 66 more",16 years old,10k-50k Employees (India)
318,The Himalaya Dru...,4.2,(1.4k Reviews),Private,"San Francisco,California + 155 more",93 years old,1k-5k Employees (India)
319,Emcure Pharmaceu...,4.0,(1.5k Reviews),Private,Pune + 79 more,42 years old,5k-10k Employees (India)
320,PVR Cinemas,4.2,(1.4k Reviews),Public,Gurgaon + 88 more,26 years old,5k-10k Employees (India)
321,Dalmia Bharat Ce...,4.1,(1.4k Reviews),Public,"Delhi/NCR,New Delhi + 141 more",88 years old,5k-10k Employees (India)
322,Taurus BPO Serv...,4.7,(1.4k Reviews),LLP,"Pune,Indore + 10 more",8 years old,1k-5k Employees (India)
323,State Street Cor...,3.8,(1.6k Reviews),Private,"Boston,Massachusetts + 12 more",231 years old,10k-50k Employees (India)
324,Raymond,4.0,(1.7k Reviews),Public,New York + 108 more,98 years old,5k-10k Employees (India)
325,Poonawalla Finco...,4.0,(1.7k Reviews),Public,"Mumbai,Maharashtra + 238 more",35 years old,5k-10k Employees (India)
326,Mahindra Holiday...,3.7,(1.4k Reviews),Private,"Mumbai,Maharashtra + 86 more",27 years old,5k-10k Employees (India)
327,UNO Minda,4.1,(1.4k Reviews),Gurgaon + 59 more,65 years old,1k-5k Employees (India),
328,Yazaki,3.8,(1.4k Reviews),Private,"Tokyo,Tokyo + 46 more",82 years old,10k-50k Employees (India)
329,Sonalika Tractor...,3.9,(1.3k Reviews),Private,"Hoshiarpur,Punjab + 122 more",54 years old,1k-5k Employees (India)
330,TVS Credit,4.3,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 209 more",15 years old,10k-50k Employees (India)
331,Shree Cement,4.2,(1.3k Reviews),Public,"Kolkata,West Bengal + 141 more",44 years old,5k-10k Employees (India)
332,TVS Sundram Fast...,3.8,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 36 more",57 years old,1k-5k Employees (India)
333,CG Power and Ind...,3.8,(1.3k Reviews),Public,"Mumbai,Maharashtra + 90 more",86 years old,1k-5k Employees (India)
334,Parle Agro,4.2,(1.3k Reviews),Private,"Mumbai,Maharashtra + 148 more",39 years old,1k-5k Employees (India)
335,Ambuja Cements,4.0,(3.9k Reviews),Public,"Mumbai,Maharashtra + 168 more",40 years old,5k-10k Employees (India)
336,V-Mart,4.3,(1.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 201 more",21 years old,5k-10k Employees (India)
337,ElasticRun,3.6,(1.3k Reviews),Private,"Pune,Maharashtra + 261 more",7 years old,1k-5k Employees (India)
338,Sterling & Wilso...,4.2,(1.3k Reviews),Private,Mumbai + 69 more,96 years old,5k-10k Employees (India)
339,Mahindra Logisti...,4.1,(1.3k Reviews),Public,"Mumbai,Maharashtra + 98 more",23 years old,1k-5k Employees (India)
340,Grasim Industrie...,4.2,(6.7k Reviews),Public,Nagda + 62 more,76 years old,10k-50k Employees (India)
341,Exotic Learning,4.6,(1.3k Reviews),Private,"Lucknow,Uttar Pradesh + 139 more",3 years old,51-200 Employees (India)
342,Datamatics Globa...,3.7,(1.7k Reviews),Public,Mumbai + 22 more,48 years old,1k-5k Employees (India)
343,Shriram City,4.1,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 375 more",37 years old,10k-50k Employees (India)
344,Force Motors,3.4,(1.3k Reviews),Public,"Pune,Maharashtra + 70 more",65 years old,1k-5k Employees (India)
345,Shahi Exports,4.1,(1.3k Reviews),Private,"Faridabad,Haryana + 47 more",49 years old,1 Lakh+ Employees (India)
346,Reliance Trends,4.4,(1.3k Reviews),Private,"Navi Mumbai,Maharashtra + 269 more",17 years old,1 Lakh+ Employees (India)
347,Indus Towers,4.0,(1.3k Reviews),Private,"Gurgaon,Haryana + 107 more",16 years old,1k-5k Employees (India)
348,Brakes India,4.1,(1.3k Reviews),Partnership,"Chennai,Tamil Nadu + 61 more",61 years old,1k-5k Employees (India)
349,DS Group,4.1,(1.4k Reviews),Private,"Noida,Uttar Pradesh + 136 more",94 years old,1k-5k Employees (India)
350,IKS Health,3.6,(1.3k Reviews),Private,"Mumbai,Maharashtra + 9 more",16 years old,5k-10k Employees (India)
351,Whirlpool,4.2,(1.3k Reviews),Public,Michigan + 119 more,112 years old,1k-5k Employees (India)
352,Sterlite Technol...,4.2,(1.3k Reviews),Public,"Pune,Maharashtra + 56 more",35 years old,1k-5k Employees (India)
353,Myntra,4.2,(1.4k Reviews),Private,"Bangalore,Karnataka + 86 more",16 years old,1k-5k Employees (India)
354,XpressBees,4.0,(1.3k Reviews),Private,"Pune,Maharashtra + 180 more",8 years old,1k-5k Employees (India)
355,Bharti AXA Life ...,3.9,(1.3k Reviews),Private,Mumbai + 206 more,17 years old,5k-10k Employees (India)
356,Indian Navy,4.7,(1.3k Reviews),Private,"Delhi/NCR,Delhi + 55 more",73 years old,50k-1 Lakh Employees (India)
357,café Coffee day,4.1,(1.3k Reviews),Private,"Bengaluru,Karnataka + 80 more",27 years old,10k-50k Employees (India)
358,Big Bazaar,4.2,(1.3k Reviews),Private,"Mumbai,Maharashtra + 148 more",22 years old,10k-50k Employees (India)
359,Delphi TVS,4.0,(1.3k Reviews),Private,"Kanchipuram,Tamil Nadu + 25 more",34 years old,1k-5k Employees (India)
360,Johnson Controls,3.9,(2.1k Reviews),Public,Cork + 41 more,28 years old,5k-10k Employees (India)
361,Exide Life Insur...,3.7,(1.2k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 183 more",22 years old,1k-5k Employees (India)
362,SRF,4.3,(1.8k Reviews),Public,"Gurgaon/Gurugram,Haryana + 38 more",53 years old,1k-5k Employees (India)
363,Kansai Nerolac P...,3.9,(1.2k Reviews),Public,"Mumbai,Maharashtra + 125 more",103 years old,1k-5k Employees (India)
364,Tata Motors Fina...,4.3,(1.2k Reviews),Private,"Mumbai,Maharashtra + 202 more",66 years old,1k-5k Employees (India)
365,BT Group,4.2,(2.6k Reviews),Private,London + 14 more,177 years old,10k-50k Employees (India)
366,Zomato,3.8,(1.3k Reviews),Public,"Gurgaon,Haryana + 149 more",15 years old,10k-50k Employees (India)
367,NIIT Technologie...,3.5,(1.2k Reviews),Public,"Noida,Uttar Pradesh + 70 more",19 years old,5k-10k Employees (India)
368,ICICI Securities,3.7,(1.2k Reviews),Public,"Mumbai,Maharashtra + 108 more",28 years old,5k-10k Employees (India)
369,Cromā,4.3,(1.2k Reviews),Private,"Mumbai,Maharashtra + 94 more",17 years old,1k-5k Employees (India)
370,Honda,4.2,(4.5k Reviews),Private,"Greater Noida,Uttar Pradesh + 181 more",38 years old,10k-50k Employees (India)
371,3i Infotech,3.6,(1.3k Reviews),Public,"Mumbai,Maharashtra + 83 more",30 years old,5k-10k Employees (India)
372,Sobha,4.0,(1.3k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 32 more",28 years old,1k-5k Employees (India)
373,Bharat Petroleum,4.1,(1.2k Reviews),Private,"Mumbai,Maharashtra + 186 more",71 years old,50k-1 Lakh Employees (India)
374,Cybage,4.0,(1.2k Reviews),Private,"Pune,Maharashtra + 6 more",28 years old,5k-10k Employees (India)
375,JK Tyres,3.9,(1.2k Reviews),Private,New Delhi + 107 more,72 years old,1k-5k Employees (India)
376,Square Yards,3.2,(1.2k Reviews),Private,"Gurgaon,Haryana + 37 more",10 years old,1k-5k Employees (India)
377,Endurance Techno...,3.8,(1.2k Reviews),Public,"Aurangabad,Maharashtra + 31 more",38 years old,1k-5k Employees (India)
378,Coforge,3.7,(1.2k Reviews),Public,"Noida,Uttar Pradesh + 24 more",19 years old,10k-50k Employees (India)
379,Lodha group,4.2,(1.2k Reviews),Private,"Mumbai,Maharashtra + 18 more",43 years old,1k-5k Employees (India)
380,Blinkit,3.8,(1.2k Reviews),Private,"Gurgaon,Haryana + 53 more",10 years old,5k-10k Employees (India)
381,Shell,4.4,(1.3k Reviews),Public,"London,England + 73 more",19 years old,10k-50k Employees (India)
382,Thomson Reuters,4.2,(1.3k Reviews),Private,Toronto + 19 more,15 years old,1k-5k Employees (India)
383,Future Generali ...,3.9,(1.2k Reviews),Private,Mumbai + 144 more,16 years old,1k-5k Employees (India)
384,GE,4.2,(3.3k Reviews),Private,"Boston,Massachusetts + 56 more",131 years old,1k-5k Employees (India)
385,Saint-Gobain,4.1,(1.6k Reviews),Private,Paris + 74 more,358 years old,10k-50k Employees (India)
386,JCB,4.1,(1.2k Reviews),Private,"Rocester,Staffordshire + 71 more",78 years old,1k-5k Employees (India)
387,Gabriel India,4.2,(1.2k Reviews),Public,"Pune,Maharashtra + 32 more",62 years old,1k-5k Employees (India)
388,Bhushan Power & ...,4.0,(1.2k Reviews),Private,"Delhi/NCR,New Delhi + 47 more",53 years old,5k-10k Employees (India)
389,Barclays,4.2,(2.9k Reviews),Private,London + 24 more,333 years old,10k-50k Employees (India)
390,Indiabulls,3.8,(3.9k Reviews),Public,"Gurgaon/Gurugram,Haryana + 142 more",23 years old,10k-50k Employees (India)
391,Kalpataru Power ...,4.2,(2.8k Reviews),Public,"Mumbai,Maharashtra + 156 more",42 years old,1k-5k Employees (India)
392,Info Edge,4.0,(1.9k Reviews),Public,"Noida,Uttar Pradesh + 52 more",28 years old,1k-5k Employees (India)
393,Cadila Pharmaceu...,3.7,(1.2k Reviews),Public,"Ahmedabad,Gujrat + 93 more",72 years old,5k-10k Employees (India)
